H Yields: 1aSNe (James Keegans)
H Prepared by: Thomas Trueman (October, 2021)
&Isotopes  &Z=0.1     &Z=0.05    &Z=0.02    &Z=0.014   &Z=0.01    &Z=0.005   &Z=0.002   &Z=0.001   &Z=0.0001  &Z=1e-05   &Z=1e-06   &Z=1e-07   &Z=1e-30  
&Pd-102    &2.48e-35  &1.89e-35  &1.72e-35  &1.62e-35  &1.48e-35  &1.43e-35  &1.53e-35  &1.33e-35  &1.42e-35  &1.58e-35  &1.34e-35  &1.28e-35  &1.43e-35 
&Pd-104    &6.17e-36  &4.44e-36  &3.45e-36  &3.03e-36  &2.54e-36  &2.41e-36  &2.63e-36  &1.69e-36  &1.82e-36  &2.34e-36  &1.85e-36  &1.85e-36  &2.53e-36 
&Pd-105    &1.81e-36  &1.32e-36  &1.15e-36  &1.1e-36   &1.05e-36  &9.72e-37  &1.02e-36  &8.36e-37  &9.27e-37  &9.25e-37  &8.29e-37  &8.29e-37  &1.09e-36 
&Pd-106    &1.88e-38  &2.05e-38  &8.34e-40  &7.07e-40  &2.12e-39  &2.06e-39  &1.97e-39  &1.9e-39   &1.92e-39  &1.91e-39  &1.87e-39  &1.87e-39  &1.87e-39 
&Pd-108    &1.33e-46  &2.59e-47  &9.61e-48  &8.13e-48  &7.2e-48   &6.19e-48  &5.57e-48  &5.08e-48  &5.34e-48  &5.33e-48  &4.93e-48  &4.93e-48  &4.93e-48 
&Pd-110    &1.38e-52  &2.08e-53  &6.67e-54  &5.49e-54  &4.77e-54  &4.01e-54  &3.56e-54  &3.25e-54  &3.39e-54  &3.38e-54  &3.14e-54  &3.14e-54  &3.14e-54 
&Ag-107    &4.83e-38  &9.33e-38  &4e-39     &1.26e-38  &1.76e-38  &1.66e-38  &1.61e-38  &1.57e-38  &1.58e-38  &1.58e-38  &1.56e-38  &1.56e-38  &1.56e-38 
&Ag-109    &3.95e-41  &1.65e-41  &9.64e-42  &8.83e-42  &8.28e-42  &7.64e-42  &7.22e-42  &6.61e-42  &7.07e-42  &7.06e-42  &6.51e-42  &6.51e-42  &6.51e-42 
&Cd-106    &2.93e-37  &2.42e-37  &2.01e-37  &1.3e-37   &2.34e-37  &1.31e-37  &1.25e-37  &1.16e-37  &1.28e-37  &1.28e-37  &1.24e-37  &1.24e-37  &1.24e-37 
&Cd-108    &6.01e-40  &1.42e-38  &1.55e-40  &1.42e-40  &1.34e-40  &1.24e-40  &1.17e-40  &1.07e-40  &1.15e-40  &1.15e-40  &1.06e-40  &1.06e-40  &1.06e-40 
&Cd-110    &2.81e-42  &1.18e-42  &6.92e-43  &6.33e-43  &5.94e-43  &5.48e-43  &5.18e-43  &4.74e-43  &5.07e-43  &5.06e-43  &4.67e-43  &4.67e-43  &4.67e-43 
&Cd-111    &1.16e-43  &4.33e-44  &2.35e-44  &2.13e-44  &1.98e-44  &1.8e-44   &1.69e-44  &1.55e-44  &1.65e-44  &1.65e-44  &1.52e-44  &1.52e-44  &1.52e-44 
&Cd-112    &1.43e-49  &2.82e-50  &1.06e-50  &8.93e-51  &7.92e-51  &6.82e-51  &6.15e-51  &5.62e-51  &5.89e-51  &5.88e-51  &5.46e-51  &5.46e-51  &5.46e-51 
&Cd-113    &3.04e-52  &5.3e-53   &1.84e-53  &1.54e-53  &1.35e-53  &1.15e-53  &1.03e-53  &9.41e-54  &9.84e-54  &9.81e-54  &9.12e-54  &9.12e-54  &9.12e-54 
&Cd-114    &4.68e-55  &7.19e-56  &2.32e-56  &1.91e-56  &1.67e-56  &1.4e-56   &1.24e-56  &1.14e-56  &1.19e-56  &1.18e-56  &1.1e-56   &1.1e-56   &1.1e-56  
&Cd-116    &3.26e-61  &3.88e-62  &1.08e-62  &8.7e-63   &7.44e-63  &6.11e-63  &5.35e-63  &4.9e-63   &5.06e-63  &5.04e-63  &4.72e-63  &4.72e-63  &4.72e-63 
&In-113    &1.99e-46  &6.81e-47  &3.54e-47  &3.18e-47  &2.93e-47  &2.66e-47  &2.48e-47  &2.28e-47  &2.42e-47  &2.41e-47  &2.24e-47  &2.24e-47  &2.24e-47 
&In-115    &1e-53     &1.76e-54  &6.15e-55  &5.15e-55  &4.52e-55  &3.85e-55  &3.45e-55  &3.16e-55  &3.3e-55   &3.29e-55  &3.06e-55  &3.06e-55  &3.06e-55 
&Sn-112    &5.45e-45  &1.98e-45  &1.06e-45  &9.59e-46  &8.9e-46   &8.11e-46  &7.6e-46   &6.97e-46  &7.41e-46  &7.4e-46   &6.84e-46  &6.84e-46  &6.84e-46 
&Sn-114    &5.02e-48  &1.66e-48  &8.44e-49  &7.55e-49  &6.96e-49  &6.29e-49  &5.87e-49  &5.39e-49  &5.71e-49  &5.7e-49   &5.29e-49  &5.29e-49  &5.29e-49 
&Sn-115    &1.61e-49  &4.93e-50  &2.39e-50  &2.12e-50  &1.94e-50  &1.74e-50  &1.62e-50  &1.49e-50  &1.57e-50  &1.57e-50  &1.45e-50  &1.45e-50  &1.46e-50 
&Sn-116    &7.57e-51  &2.4e-51   &1.19e-51  &1.06e-51  &9.69e-52  &8.72e-52  &8.1e-52   &7.44e-52  &7.87e-52  &7.85e-52  &7.29e-52  &7.29e-52  &7.29e-52 
&Sn-117    &1.98e-52  &5.96e-53  &2.87e-53  &2.54e-53  &2.33e-53  &2.09e-53  &1.93e-53  &1.78e-53  &1.88e-53  &1.87e-53  &1.74e-53  &1.74e-53  &1.74e-53 
&Sn-118    &7.38e-54  &2.15e-54  &1.02e-54  &9.02e-55  &8.25e-55  &7.37e-55  &6.82e-55  &6.28e-55  &6.61e-55  &6.6e-55   &6.15e-55  &6.15e-55  &6.15e-55 
&Sn-119    &2.09e-55  &6.03e-56  &2.84e-56  &2.5e-56   &2.28e-56  &2.04e-56  &1.89e-56  &1.74e-56  &1.83e-56  &1.82e-56  &1.7e-56   &1.7e-56   &1.7e-56  
&Sn-120    &1.72e-63  &2.08e-64  &5.86e-65  &4.71e-65  &4.03e-65  &3.32e-65  &2.91e-65  &2.67e-65  &2.75e-65  &2.74e-65  &2.57e-65  &2.57e-65  &2.57e-65 
&Sn-122    &1.33e-69  &1.25e-70  &3.04e-71  &2.38e-71  &2e-71     &1.61e-71  &1.39e-71  &1.28e-71  &1.3e-71   &1.3e-71   &1.22e-71  &1.22e-71  &1.22e-71 
&Sn-124    &3.76e-76  &2.74e-77  &5.78e-78  &4.39e-78  &3.62e-78  &2.85e-78  &2.43e-78  &2.23e-78  &2.26e-78  &2.25e-78  &2.13e-78  &2.13e-78  &2.13e-78 
&Sb-121    &2.99e-58  &8.14e-59  &3.71e-59  &3.25e-59  &2.95e-59  &2.62e-59  &2.42e-59  &2.23e-59  &2.34e-59  &2.33e-59  &2.18e-59  &2.18e-59  &2.18e-59 
&Sb-123    &3.8e-68   &4.08e-69  &1.08e-69  &8.53e-70  &7.23e-70  &5.89e-70  &5.13e-70  &4.71e-70  &4.83e-70  &4.81e-70  &4.53e-70  &4.53e-70  &4.53e-70 
&Te-120    &7.57e-57  &2.22e-57  &1.06e-57  &9.34e-58  &8.54e-58  &7.64e-58  &7.07e-58  &6.53e-58  &6.86e-58  &6.84e-58  &6.39e-58  &6.39e-58  &6.39e-58 
&Te-122    &1.82e-59  &4.85e-60  &2.16e-60  &1.89e-60  &1.71e-60  &1.51e-60  &1.39e-60  &1.29e-60  &1.35e-60  &1.34e-60  &1.26e-60  &1.26e-60  &1.26e-60 
&Te-123    &6.08e-61  &1.59e-61  &7.09e-62  &6.19e-62  &5.61e-62  &4.97e-62  &4.57e-62  &4.22e-62  &4.42e-62  &4.41e-62  &4.12e-62  &4.12e-62  &4.12e-62 
&Te-124    &1.32e-64  &2.11e-65  &6.98e-66  &5.77e-66  &5.03e-66  &4.25e-66  &3.79e-66  &3.49e-66  &3.61e-66  &3.6e-66   &3.37e-66  &3.37e-66  &3.37e-66 
&Te-125    &8e-64     &1.98e-64  &8.51e-65  &7.38e-65  &6.67e-65  &5.87e-65  &5.38e-65  &4.98e-65  &5.19e-65  &5.18e-65  &4.86e-65  &4.86e-65  &4.86e-65 
&Te-126    &8.69e-73  &8.3e-74   &2.04e-74  &1.6e-74   &1.34e-74  &1.08e-74  &9.37e-75  &8.61e-75  &8.78e-75  &8.75e-75  &8.26e-75  &8.26e-75  &8.26e-75 
&Te-128    &6.47e-79  &4.79e-80  &1.02e-80  &7.77e-81  &6.42e-81  &5.06e-81  &4.32e-81  &3.96e-81  &4.01e-81  &4e-81     &3.78e-81  &3.79e-81  &3.79e-81 
&Te-130    &1.57e-85  &9.01e-87  &1.66e-87  &1.23e-87  &9.97e-88  &7.68e-88  &6.47e-88  &5.94e-88  &5.96e-88  &5.93e-88  &5.64e-88  &5.64e-88  &5.64e-88 
&I-127     &1.24e-66  &2.91e-67  &1.21e-67  &1.05e-67  &9.41e-68  &8.24e-68  &7.53e-68  &6.97e-68  &7.25e-68  &7.23e-68  &6.79e-68  &6.79e-68  &6.79e-68 
&Xe-124    &1.67e-62  &4.17e-63  &1.81e-63  &1.57e-63  &1.42e-63  &1.25e-63  &1.15e-63  &1.06e-63  &1.11e-63  &1.11e-63  &1.04e-63  &1.04e-63  &1.04e-63 
&Xe-126    &3.34e-65  &8.47e-66  &3.68e-66  &3.2e-66   &2.89e-66  &2.55e-66  &2.34e-66  &2.16e-66  &2.26e-66  &2.25e-66  &2.11e-66  &2.11e-66  &2.11e-66 
&Xe-128    &3.06e-68  &6.76e-69  &2.72e-69  &2.33e-69  &2.09e-69  &1.82e-69  &1.66e-69  &1.53e-69  &1.59e-69  &1.59e-69  &1.49e-69  &1.49e-69  &1.49e-69 
&Xe-129    &1.12e-69  &2.54e-70  &1.04e-70  &8.92e-71  &8e-71     &6.98e-71  &6.37e-71  &5.91e-71  &6.13e-71  &6.11e-71  &5.75e-71  &5.75e-71  &5.75e-71 
&Xe-130    &7.07e-74  &8.92e-75  &2.57e-75  &2.07e-75  &1.78e-75  &1.47e-75  &1.29e-75  &1.19e-75  &1.22e-75  &1.22e-75  &1.15e-75  &1.15e-75  &1.15e-75 
&Xe-131    &1.28e-72  &2.7e-73   &1.06e-73  &9.04e-74  &8.07e-74  &7.01e-74  &6.37e-74  &5.9e-74   &6.11e-74  &6.09e-74  &5.74e-74  &5.75e-74  &5.75e-74 
&Xe-132    &7.02e-79  &6.87e-80  &1.72e-80  &1.35e-80  &1.13e-80  &9.15e-81  &7.94e-81  &7.31e-81  &7.44e-81  &7.41e-81  &7.02e-81  &7.02e-81  &7.02e-81 
&Xe-134    &1.18e-88  &6.88e-90  &1.28e-90  &9.5e-91   &7.71e-91  &5.94e-91  &5.01e-91  &4.61e-91  &4.62e-91  &4.6e-91   &4.38e-91  &4.38e-91  &4.38e-91 
&Xe-136    &1.86e-95  &8.46e-97  &1.4e-97   &1.02e-97  &8.2e-98   &6.27e-98  &5.29e-98  &4.89e-98  &4.86e-98  &4.84e-98  &4.64e-98  &4.64e-98  &4.65e-98 
&Cs-133    &9.21e-76  &1.82e-76  &6.9e-77   &5.84e-77  &5.19e-77  &4.48e-77  &4.06e-77  &3.77e-77  &3.89e-77  &3.88e-77  &3.66e-77  &3.66e-77  &3.66e-77 
&Ba-130    &2.59e-71  &5.62e-72  &2.26e-72  &1.93e-72  &1.73e-72  &1.51e-72  &1.37e-72  &1.27e-72  &1.32e-72  &1.32e-72  &1.24e-72  &1.24e-72  &1.24e-72 
&Ba-132    &3.45e-74  &7.21e-75  &2.8e-75   &2.38e-75  &2.12e-75  &1.84e-75  &1.67e-75  &1.55e-75  &1.6e-75   &1.59e-75  &1.5e-75   &1.5e-75   &1.5e-75  
&Ba-134    &2.72e-77  &5.12e-78  &1.88e-78  &1.59e-78  &1.41e-78  &1.21e-78  &1.09e-78  &1.01e-78  &1.04e-78  &1.04e-78  &9.85e-79  &9.85e-79  &9.85e-79 
&Ba-135    &1.08e-78  &2.03e-79  &7.46e-80  &6.28e-80  &5.56e-80  &4.77e-80  &4.31e-80  &4.01e-80  &4.12e-80  &4.11e-80  &3.89e-80  &3.89e-80  &3.89e-80 
&Ba-136    &1.73e-83  &1.72e-84  &4.35e-85  &3.41e-85  &2.88e-85  &2.33e-85  &2.02e-85  &1.87e-85  &1.89e-85  &1.89e-85  &1.79e-85  &1.79e-85  &1.79e-85 
&Ba-137    &9.12e-82  &1.63e-82  &5.81e-83  &4.86e-83  &4.29e-83  &3.66e-83  &3.3e-83   &3.07e-83  &3.15e-83  &3.14e-83  &2.97e-83  &2.97e-83  &2.97e-83 
&Ba-138    &1.89e-92  &1.12e-93  &2.11e-94  &1.56e-94  &1.27e-94  &9.81e-95  &8.29e-95  &7.63e-95  &7.64e-95  &7.6e-95   &7.25e-95  &7.25e-95  &7.25e-95 
&La-138    &1.1e-88   &8.49e-90  &1.85e-90  &1.41e-90  &1.17e-90  &9.26e-91  &7.93e-91  &7.32e-91  &7.37e-91  &7.34e-91  &6.99e-91  &6.99e-91  &6.99e-91 
&La-139    &6.48e-85  &1.07e-85  &3.67e-86  &3.05e-86  &2.68e-86  &2.27e-86  &2.04e-86  &1.9e-86   &1.94e-86  &1.94e-86  &1.84e-86  &1.84e-86  &1.84e-86 
&Ce-136    &2.36e-80  &4.5e-81   &1.66e-81  &1.4e-81   &1.24e-81  &1.07e-81  &9.64e-82  &8.97e-82  &9.22e-82  &9.2e-82   &8.71e-82  &8.71e-82  &8.71e-82 
&Ce-138    &2.28e-83  &3.89e-84  &1.34e-84  &1.12e-84  &9.82e-85  &8.35e-85  &7.5e-85   &6.98e-85  &7.14e-85  &7.12e-85  &6.76e-85  &6.76e-85  &6.76e-85 
&Ce-140    &1.01e-86  &1.74e-87  &6.1e-88   &5.09e-88  &4.48e-88  &3.82e-88  &3.44e-88  &3.21e-88  &3.28e-88  &3.27e-88  &3.11e-88  &3.11e-88  &3.11e-88 
&Ce-142    &2e-98     &6.74e-99  &6.08e-99  &6.05e-99  &6.03e-99  &6.02e-99  &6.01e-99  &6.01e-99  &6.01e-99  &6.01e-99  &6.01e-99  &6.01e-99  &6.01e-99 
&Pr-141    &5.77e-88  &9.04e-89  &2.99e-89  &2.46e-89  &2.15e-89  &1.82e-89  &1.62e-89  &1.51e-89  &1.54e-89  &1.54e-89  &1.46e-89  &1.46e-89  &1.46e-89 
&Nd-142    &1.16e-89  &1.77e-90  &5.78e-91  &4.75e-91  &4.14e-91  &3.49e-91  &3.11e-91  &2.9e-91   &2.95e-91  &2.95e-91  &2.81e-91  &2.81e-91  &2.81e-91 
&Nd-143    &4.21e-91  &6.45e-92  &2.1e-92   &1.72e-92  &1.5e-92   &1.27e-92  &1.13e-92  &1.05e-92  &1.07e-92  &1.07e-92  &1.02e-92  &1.02e-92  &1.02e-92 
&Nd-144    &8.5e-95   &8.74e-96  &2.25e-96  &1.77e-96  &1.5e-96   &1.22e-96  &1.06e-96  &9.87e-97  &9.96e-97  &9.92e-97  &9.48e-97  &9.48e-97  &9.48e-97 
&Nd-145    &1.84e-94  &2.88e-95  &9.49e-96  &7.81e-96  &6.82e-96  &5.75e-96  &5.14e-96  &4.8e-96   &4.88e-96  &4.86e-96  &4.64e-96  &4.64e-96  &4.64e-96 
&Nd-146    &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99    
&Nd-148    &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99    
&Nd-150    &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99    
&Sm-144    &7.65e-93  &1.19e-93  &3.93e-94  &3.24e-94  &2.83e-94  &2.39e-94  &2.14e-94  &1.99e-94  &2.03e-94  &2.02e-94  &1.93e-94  &1.93e-94  &1.93e-94 
&Sm-147    &3.48e-98  &1.62e-98  &1.39e-98  &1.37e-98  &1.36e-98  &1.35e-98  &1.34e-98  &1.34e-98  &1.34e-98  &1.34e-98  &1.34e-98  &1.34e-98  &1.34e-98 
&Sm-148    &3e-99     &3e-99     &3e-99     &3e-99     &3e-99     &3e-99     &3e-99     &3e-99     &3e-99     &3e-99     &3e-99     &3e-99     &3e-99    
&Sm-149    &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98  
&Sm-150    &3e-99     &3e-99     &3e-99     &3e-99     &3e-99     &3e-99     &3e-99     &3e-99     &3e-99     &3e-99     &3e-99     &3e-99     &3e-99    
&Sm-152    &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99    
&Sm-154    &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99    
&Eu-151    &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99    
&Eu-153    &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99    
&Gd-152    &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99    
&Gd-154    &3e-99     &3e-99     &3e-99     &3e-99     &3e-99     &3e-99     &3e-99     &3e-99     &3e-99     &3e-99     &3e-99     &3e-99     &3e-99    
&Gd-155    &1e-98     &1e-98     &1e-98     &1e-98     &1e-98     &1e-98     &1e-98     &1e-98     &1e-98     &1e-98     &1e-98     &1e-98     &1e-98    
&Gd-156    &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99    
&Gd-157    &1e-98     &1e-98     &1e-98     &1e-98     &1e-98     &1e-98     &1e-98     &1e-98     &1e-98     &1e-98     &1e-98     &1e-98     &1e-98    
&Gd-158    &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99    
&Gd-160    &3e-99     &3e-99     &3e-99     &3e-99     &3e-99     &3e-99     &3e-99     &3e-99     &3e-99     &3e-99     &3e-99     &3e-99     &3e-99    
&Tb-159    &1.1e-98   &1.1e-98   &1.1e-98   &1.1e-98   &1.1e-98   &1.1e-98   &1.1e-98   &1.1e-98   &1.1e-98   &1.1e-98   &1.1e-98   &1.1e-98   &1.1e-98  
&Dy-156    &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99    
&Dy-158    &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99    
&Dy-160    &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99    
&Dy-161    &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98  
&Dy-162    &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99    
&Dy-163    &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98  
&Dy-164    &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99    
&Ho-165    &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98  
&Er-162    &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99    
&Er-164    &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99    
&Er-166    &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98  
&Er-167    &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98  
&Er-168    &1e-98     &1e-98     &1e-98     &1e-98     &1e-98     &1e-98     &1e-98     &1e-98     &1e-98     &1e-98     &1e-98     &1e-98     &1e-98    
&Er-170    &9e-99     &9e-99     &9e-99     &9e-99     &9e-99     &9e-99     &9e-99     &9e-99     &9e-99     &9e-99     &9e-99     &9e-99     &9e-99    
&Tm-169    &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98  
&Yb-168    &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99    
&Yb-170    &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99    
&Yb-171    &1.7e-98   &1.7e-98   &1.7e-98   &1.7e-98   &1.7e-98   &1.7e-98   &1.7e-98   &1.7e-98   &1.7e-98   &1.7e-98   &1.7e-98   &1.7e-98   &1.7e-98  
&Yb-172    &1.8e-98   &1.8e-98   &1.8e-98   &1.8e-98   &1.8e-98   &1.8e-98   &1.8e-98   &1.8e-98   &1.8e-98   &1.8e-98   &1.8e-98   &1.8e-98   &1.8e-98  
&Yb-173    &1.8e-98   &1.8e-98   &1.8e-98   &1.8e-98   &1.8e-98   &1.8e-98   &1.8e-98   &1.8e-98   &1.8e-98   &1.8e-98   &1.8e-98   &1.8e-98   &1.8e-98  
&Yb-174    &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98  
&Yb-176    &1.1e-98   &1.1e-98   &1.1e-98   &1.1e-98   &1.1e-98   &1.1e-98   &1.1e-98   &1.1e-98   &1.1e-98   &1.1e-98   &1.1e-98   &1.1e-98   &1.1e-98  
&Lu-175    &1.8e-98   &1.8e-98   &1.8e-98   &1.8e-98   &1.8e-98   &1.8e-98   &1.8e-98   &1.8e-98   &1.8e-98   &1.8e-98   &1.8e-98   &1.8e-98   &1.8e-98  
&Lu-176    &1e-99     &1e-99     &1e-99     &1e-99     &1e-99     &1e-99     &1e-99     &1e-99     &1e-99     &1e-99     &1e-99     &1e-99     &1e-99    
&Hf-174    &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99    
&Hf-176    &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99    
&Hf-177    &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98  
&Hf-178    &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98  
&Hf-179    &1.5e-98   &1.5e-98   &1.5e-98   &1.5e-98   &1.5e-98   &1.5e-98   &1.5e-98   &1.5e-98   &1.5e-98   &1.5e-98   &1.5e-98   &1.5e-98   &1.5e-98  
&Hf-180    &9e-99     &9e-99     &9e-99     &9e-99     &9e-99     &9e-99     &9e-99     &9e-99     &9e-99     &9e-99     &9e-99     &9e-99     &9e-99    
&Ta-180    &1e-99     &1e-99     &1e-99     &1e-99     &1e-99     &1e-99     &1e-99     &1e-99     &1e-99     &1e-99     &1e-99     &1e-99     &1e-99    
&Ta-181    &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98  
&W-180     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99    
&W-182     &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98  
&W-183     &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98   &1.6e-98  
&W-184     &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98  
&W-186     &1.1e-98   &1.1e-98   &1.1e-98   &1.1e-98   &1.1e-98   &1.1e-98   &1.1e-98   &1.1e-98   &1.1e-98   &1.1e-98   &1.1e-98   &1.1e-98   &1.1e-98  
&Re-185    &1.8e-98   &1.8e-98   &1.8e-98   &1.8e-98   &1.8e-98   &1.8e-98   &1.8e-98   &1.8e-98   &1.8e-98   &1.8e-98   &1.8e-98   &1.8e-98   &1.8e-98  
&Re-187    &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98  
&Os-184    &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99    
&Os-186    &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99    
&Os-187    &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99    
&Os-188    &1.9e-98   &1.9e-98   &1.9e-98   &1.9e-98   &1.9e-98   &1.9e-98   &1.9e-98   &1.9e-98   &1.9e-98   &1.9e-98   &1.9e-98   &1.9e-98   &1.9e-98  
&Os-189    &1.9e-98   &1.9e-98   &1.9e-98   &1.9e-98   &1.9e-98   &1.9e-98   &1.9e-98   &1.9e-98   &1.9e-98   &1.9e-98   &1.9e-98   &1.9e-98   &1.9e-98  
&Os-190    &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98   &1.4e-98  
